comment,problem,problem_time,problem_who,review
"
你的意思是打不还手骂不还口就是好相处咯，事情不是发生在你身上，你没法感同身受，所以不要再发表意见了，越发表越觉得你直男癌，不要结婚了，省的你妈跟你老婆有意见时你只会站在你妈那边，把老婆整忧郁了，家无宁日 
",一家人以和为贵  给老公一个面子  给自己一个面子  做人要有道德,2018-04-30 14:16,爱情白开水,依1990
"
 人家不尊重你你怎么尊重人家，聊聊我呗！嗯？ 
",一家人以和为贵   听你说的话  也不是什么好相处的人,2018-04-30 14:19,爱情白开水,依1990
"
 呵呵 
",一家人以和为贵   听你说的话  也不是什么好相处的人,2018-04-30 14:19,爱情白开水,pingyun_
"
教教我呗 
",,,,依1990
"
 上梁不正下梁歪也是正常的，先有好婆婆才会有好媳妇 
",面子是相互的，一忍再忍只会以为你好欺负，有一句话叫蹬鼻子上脸！,2018-04-30 14:18,依1990,pingyun_
"
 别生气！人在做天在看，做人做事问心无愧 
",你的意思是打不还手骂不还口就是好相处咯，事情不是发生在你身上，你没法感同身受，所以不要再发表意见了，越发表越觉得你直男癌，不要结婚了，省的你妈跟你老婆有意见时你只会站在你妈那边，把老婆整忧郁了，家无宁日,2018-04-30 14:22,依1990,pingyun_
"
一家人不要这么计较  不累吗 
",你的意思是打不还手骂不还口就是好相处咯，事情不是发生在你身上，你没法感同身受，所以不要再发表意见了，越发表越觉得你直男癌，不要结婚了，省的你妈跟你老婆有意见时你只会站在你妈那边，把老婆整忧郁了，家无宁日,2018-04-30 14:22,依1990,爱情白开水
"
 男人总觉得自己父母辛苦，说实话没有一个父母不辛苦的。我的孩子也是我自己一手带的，是挺辛苦的！但是辛苦不能成为欺负别人家孩子的理由！谁的孩子都不是风吹大的，在力所能及的情况下能帮一点就帮一点 
",上梁不正下梁歪也是正常的，先有好婆婆才会有好媳妇,2018-04-30 14:25,pingyun_,依1990
"
错了嘛 
",上梁不正下梁歪也是正常的，先有好婆婆才会有好媳妇,2018-04-30 14:25,pingyun_,爱情白开水
"
 如果有条件，我建议你还是跟你婆婆分开住吧，反正带小孩都是你自己带了 
",是的,2018-04-30 08:59,pingyun_,lily2014
"
 我是婆婆还过得去，公公戏多，你都不晓得我月子里吃了饭一个碗没洗被我公公骂的嘞，还穿着我买的衣服义正言辞的骂我！从那开始我再也没给他买过一毛钱的东西 
",别生气！人在做天在看，做人做事问心无愧,2018-04-30 14:26,pingyun_,依1990
,别生气！人在做天在看，做人做事问心无愧,2018-04-30 14:26,pingyun_,kankan4567
"
 我发现你跟我婆婆说话真像，做了昧良心的事就会说人家计较，自己的东西看得紧，别人什么东西都惦记，估计你去自己媳妇房间都不敲门就理直气壮的吧 
",一家人不要这么计较  不累吗,2018-04-30 14:28,爱情白开水,pingyun_
"
 好男人不是自己评论的 
",你是好男人吗,2018-04-30 12:42,熙子抱抱,狂拉
"
 现在分开了，这都是以前 
",如果有条件，我建议你还是跟你婆婆分开住吧，反正带小孩都是你自己带了,2018-04-30 14:30,lily2014,pingyun_
"
 既然不住一起了就别去纠结以前的事了，向前看，都两个孩子了能不离就不要离，家和万事兴啊，距离产生美。反正现在不一起住了，对于你婆婆就心大点不要太计较了。太计较只是自己难受而已…… 
",是的，我们也是不住一起，她隔三差五打电话来找我女儿说话，孩子懂事了套近乎，小的时候一下不管,2018-04-30 09:30,pingyun_,lily2014
"
这就是命 
",是的，我们也是不住一起，她隔三差五打电话来找我女儿说话，孩子懂事了套近乎，小的时候一下不管,2018-04-30 09:30,pingyun_,叁年后洗脚脚
"
你爱咋地就咋地  不碍我的事 
",是的，我们也是不住一起，她隔三差五打电话来找我女儿说话，孩子懂事了套近乎，小的时候一下不管,2018-04-30 09:30,pingyun_,爱情白开水
"
 吃亏的不是你，所以你大度 
",你爱咋地就咋地  不碍我的事,2018-04-30 14:39,爱情白开水,pingyun_
"
 
",你爱咋地就咋地  不碍我的事,2018-04-30 14:39,爱情白开水,绝对烙印一号
"
那你拿刀把他们砍了 
",你爱咋地就咋地  不碍我的事,2018-04-30 14:39,爱情白开水,爱情白开水
"
 两个帖子看见说苏溪的公婆不好了 
",一样一样的，我安徽嫁苏溪，老公也是兄弟两个，和婆婆也是因为生了儿子后大吵了两次搬出来租房子住，我老公也是妈宝男，差点离婚了，他家里也是因为我是外地当我面都跟我老公说要他孝顺父母，对爸妈要好，现在儿子三岁了，城里房子也买好了，为了两夫妻感情好，搬出来住，自己累 ..,2018-04-30 13:26,熊熊家族,是你蕾
"
 我家也是，进我们房间来从不敲门，不管白天还是晚上 
",我发现你跟我婆婆说话真像，做了昧良心的事就会说人家计较，自己的东西看得紧，别人什么东西都惦记，估计你去自己媳妇房间都不敲门就理直气壮的吧,2018-04-30 14:33,pingyun_,依1990
"
 这也叫做计较？ 
",一家人不要这么计较  不累吗,2018-04-30 14:28,爱情白开水,要学会爱自己
"
 那叫什么 
",这也叫做计较？,2018-04-30 14:49,要学会爱自己,爱情白开水
"
 你说话跟我老公他爸妈一样，同一类人 
",那你拿刀把他们砍了,2018-04-30 14:45,爱情白开水,pingyun_
"
 一样一样滴 
",我也是，对公婆要求很低了，什么都没要过他们的，什么都不要他们的，还各种算计各种挑拨，,2018-04-30 12:38,幸福forever,昱萱她妈
"
为什么这么多婆媳矛盾？因为媳妇娶进来的时候，婆婆正处于更年期 
",我也是，对公婆要求很低了，什么都没要过他们的，什么都不要他们的，还各种算计各种挑拨，,2018-04-30 12:38,幸福forever,孤独翱翔
"
媳妇做的好都是儿子的功劳，儿子说句不爱听的就说是媳妇教的 
",我也是，对公婆要求很低了，什么都没要过他们的，什么都不要他们的，还各种算计各种挑拨，,2018-04-30 12:38,幸福forever,pingyun_
"
我这人说话耿直  不是无理取闹的人  最不怕的就是蛮横不讲理的人 
",我也是，对公婆要求很低了，什么都没要过他们的，什么都不要他们的，还各种算计各种挑拨，,2018-04-30 12:38,幸福forever,爱情白开水
"
一个男人没能力保护自己的妻子，只知道听妈妈话，义乌典型的妈宝男，还说老婆计较，聪明的男人婆媳关系都会处的好的 
",我也是，对公婆要求很低了，什么都没要过他们的，什么都不要他们的，还各种算计各种挑拨，,2018-04-30 12:38,幸福forever,要学会爱自己
"
 老人可以不帮儿媳妇。什么别来干涉就好了 
",一个男人没能力保护自己的妻子，只知道听妈妈话，义乌典型的妈宝男，还说老婆计较，聪明的男人婆媳关系都会处的好的,2018-04-30 14:55,要学会爱自己,pingyun_
"
 都不知道你在蛮横什么 
",我这人说话耿直  不是无理取闹的人  最不怕的就是蛮横不讲理的人,2018-04-30 14:55,爱情白开水,pingyun_
"
我就喜欢和你干到底 
",我这人说话耿直  不是无理取闹的人  最不怕的就是蛮横不讲理的人,2018-04-30 14:55,爱情白开水,爱情白开水
"
 别去回复他了！看看也累 
",都不知道你在蛮横什么,2018-04-30 15:00,pingyun_,是你蕾
"
就是想气你 
",都不知道你在蛮横什么,2018-04-30 15:00,pingyun_,爱情白开水
"
 越是这样你老公就越是孝顺，因为他心底是觉得爸妈对他不好他偏要争口气，用行动证明他是对他们好的，是打小缺乏父母疼爱的一种后遗症，这是原生家庭带来的，想让他改变是要要他自己首先能明白现实，就是不管他怎么做永远也得不到父母的真心疼爱的，认清了才会放弃那些愚孝。 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,online1100
"
听12啊7筒你是7 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,悠然～……
"
 就是你说的那样 
",越是这样你老公就越是孝顺，因为他心底是觉得爸妈对他不好他偏要争口气，用行动证明他是对他们好的，是打小缺乏父母疼爱的一种后遗症，这是原生家庭带来的，想让他改变是要要他自己首先能明白现实，就是不管他怎么做永远也得不到父母的真心疼爱的，认清了才会放弃那些愚孝。,2018-04-30 15:07,online1100,pingyun_
"
 不过这种老公都很难改的 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,online1100
"
 你气不死我！我都不知道你算哪门子的跟你生气犯不着 
",就是想气你[表情],2018-04-30 15:06,爱情白开水,pingyun_
"
和我家的情况差不多，不过针对的是我这个儿子，再牵连到我老婆 
",就是想气你[表情],2018-04-30 15:06,爱情白开水,木小234
"
 是这样的 
",和我家的情况差不多，不过针对的是我这个儿子，再牵连到我老婆,2018-04-30 15:10,木小234,pingyun_
"
 是的！ 
",不过这种老公都很难改的,2018-04-30 15:08,online1100,pingyun_
"
 你老公这点跟我好像 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,木小234
"
就服你，第一胎就这样对你，还给他生二胎 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,志英
"
放心，一定比你早死 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,康慧堂
"
 跟二胎没有什么关系！是他的原生家庭 
",就服你，第一胎就这样对你，还给他生二胎,2018-04-30 15:17,志英,pingyun_
"
 看来你也是夹在中间为难的那个 
",你老公这点跟我好像,2018-04-30 15:16,木小234,pingyun_
"
离他父母远点吧，对自己家庭也好，有很多方式 
",你老公这点跟我好像,2018-04-30 15:16,木小234,阿力宝宝
"
当年说亲你要是同意嫁我表弟，也不至于这么苦，妹子洗洗睡吧，人生苦短，到你獒成婆，也就出头了 
",你老公这点跟我好像,2018-04-30 15:16,木小234,随心we
"
那你还生两个。。。。一个也看清了呀，算了，你自己的孩子自己疼吧，以后不孝敬婆婆也没关系啊，你来我往嘛 
",你老公这点跟我好像,2018-04-30 15:16,木小234,ultimategoal
"
 我现在不跟她住一起也不指望她帮忙管孩子、 
",那你还生两个。。。。一个也看清了呀，算了，你自己的孩子自己疼吧，以后不孝敬婆婆也没关系啊，你来我往嘛,2018-04-30 15:37,ultimategoal,pingyun_
"
 公婆是老公的爸妈，孩子的爷奶，和媳妇没关系，我和我婆子走对面都不说话，就当陌生人咯，婆婆不会对媳妇好，媳妇也不会当婆子是妈，就当多一个人疼自己孩子咯，这样想就是咯，平时少接触，就当不存在，避免婆媳矛盾， 
",两个帖子看见说苏溪的公婆不好了,2018-04-30 14:45,是你蕾,熊熊家族
"
 你这话说的，年轻人不该有那种想法，熬成婆了就可以欺负儿媳妇了，我婆婆这么过分就是因为她自己多年熬成婆了， 
",当年说亲你要是同意嫁我表弟，也不至于这么苦，妹子洗洗睡吧，人生苦短，到你獒成婆，也就出头了,2018-04-30 15:31,随心we,pingyun_
"
 又不管隔三差五打电话来找孩子说话让叫他们爷爷奶奶， 
",离他父母远点吧，对自己家庭也好，有很多方式,2018-04-30 15:29,阿力宝宝,pingyun_
"
 以后也别管她 
",我现在不跟她住一起也不指望她帮忙管孩子、,2018-04-30 15:40,pingyun_,ultimategoal
"
这个你不能阻止的，血缘摆在那里，不能阻止他们亲近孩子，通电话没多少钱，比你见面心烦要好吧 
",我现在不跟她住一起也不指望她帮忙管孩子、,2018-04-30 15:40,pingyun_,阿力宝宝
"
哎，又是一个命苦的女人！可以想象你遭遇这些内心的委屈和孤独！接下来的日子还是要继续，只能从你老公入手。至于公公婆婆表面做到就好了……我和老婆谈恋爱的时候，我只是觉得给她浪漫，偶尔给她惊喜，节日送送礼物就够了！但老婆怀孕后我深深体会到女人的不容易！也许有的人以为生孩子是女人该做的，但我认识到的是老婆用生命去孕育下一代！当老婆推进产房的时候，我既担心又期待，坐月子我基本二十四小时陪伴，做月子餐，营养搭配每一样都省不得，月子做不好会留下病的！医生说我待我老婆像女儿一样……是的，老婆就是要当女儿一样养！我孝顺父母，但不是愚孝……也许有点大男子父母都听我的……男人要知道掌控的，如果管不住父母和老婆以后自己麻烦就多了去了！最后说一下，我老婆是远嫁的，但比她家其他姐妹近嫁的幸福的多，我就要让当初她不同意的父母看看，幸福和远嫁无关！ 
",我现在不跟她住一起也不指望她帮忙管孩子、,2018-04-30 15:40,pingyun_,乌伤不是伤
"
 血缘也没有管过一下，除了血缘什么都不是了，真是爷爷奶奶来观赏 
",这个你不能阻止的，血缘摆在那里，不能阻止他们亲近孩子，通电话没多少钱，比你见面心烦要好吧,2018-04-30 15:46,阿力宝宝,pingyun_
"
 打打电话而已，又不会跑到你家来住几天，不想离婚，这种事就别理它，打个电话也不会少块肉去啊 
",不是二胎的问题，是已经不住一起了，还老是打扰我们生活,2018-04-30 10:44,pingyun_,一一宝宝同学
"
 人做的太假了，以前在我跟前显摆，现在老是哭穷， 
",打打电话而已，又不会跑到你家来住几天，不想离婚，这种事就别理它，打个电话也不会少块肉去啊,2018-04-30 15:51,一一宝宝同学,pingyun_
"
太长了根本看不完。 
",打打电话而已，又不会跑到你家来住几天，不想离婚，这种事就别理它，打个电话也不会少块肉去啊,2018-04-30 15:51,一一宝宝同学,谜-queen
"
 写完就一本书了 
",太长了根本看不完。,2018-04-30 15:57,谜-queen,pingyun_
"
对啊，你不让接电话这个不太好做，人不在她爱干嘛干嘛想演戏自己去演，电话打来就让小孩接就好，别的什么都别管，等到真的不会动了该管的别阻止你老公管就好了 
",太长了根本看不完。,2018-04-30 15:57,谜-queen,阿力宝宝
"
 钱不是不管着吗，要哭穷也是在他儿子面前哭穷，大钱管着，小钱你老公去给多少给多少，老是去想这些不好的，自己心累 
",人做的太假了，以前在我跟前显摆，现在老是哭穷，,2018-04-30 15:53,pingyun_,一一宝宝同学
"
 他们不过是闲的没事干罢了，根本不是真疼爱孙子孙女， 
",对啊，你不让接电话这个不太好做，人不在她爱干嘛干嘛想演戏自己去演，电话打来就让小孩接就好，别的什么都别管，等到真的不会动了该管的别阻止你老公管就好了,2018-04-30 15:59,阿力宝宝,pingyun_
"
 二胎不是给父母生的，难道父母不好就跟他们怄气不生？这总不现实吧，再说又不是老公很渣对不对？如果是老公渣那就真的不能再生了....最后说一句公婆健在的情况下楼主想公婆帮衬一下总不为过吧…… 
",这样的家庭。你还生二胎干嘛。自己找罪受么。,2018-04-30 09:13,蜡笔小新没蜡笔,洋洋加
"
这个你没办法，就当电话费买了你其他清净吧 
",这样的家庭。你还生二胎干嘛。自己找罪受么。,2018-04-30 09:13,蜡笔小新没蜡笔,阿力宝宝
"
主要老公没找好！老公还会不知道自己妈是什么德行！这么多年比你知道多了！这种老公你怎么还生二胎呢 
",这样的家庭。你还生二胎干嘛。自己找罪受么。,2018-04-30 09:13,蜡笔小新没蜡笔,哲嗯
"
 主要我老公哥哥生了两个儿子，我家的女儿 
",看来你老公是风吹大的,2018-04-30 13:21,宠物蛋糕,美丽的小百合
"
 人家说过不让我跟我闺女不用回去了，我跟我老公也说好了，有事别找事 
",你婆婆这么狠，以后躺床上自己就当不知道,2018-04-30 12:07,carol201405,美丽的小百合
"
 这种公婆以后还是少联系，小时候不管不顾小孩大了也用不到她虚情假意的嘘寒问暖 
",是的，我们也是不住一起，她隔三差五打电话来找我女儿说话，孩子懂事了套近乎，小的时候一下不管,2018-04-30 09:30,pingyun_,洋洋加
"
 他们没有帮过，还老是看不惯我老公对我好，身体健康年纪又不大，房租收着养老保险买了领着，根本不缺钱，以前总是跟我炫富，整天说些有的没的，我头胎女儿我婆婆就在我跟前说生男生女是女的问题，我婆婆亲戚家媳妇生了两个女儿我婆婆就给我说那个二女儿也不知道生出来干嘛！我二胎儿子她都什么没有买给她大孙子， 
",二胎不是给父母生的，难道父母不好就跟他们怄气不生？这总不现实吧，再说又不是老公很渣对不对？如果是老公渣那就真的不能再生了....最后说一句公婆健在的情况下楼主想公婆帮衬一下总不为过吧……,2018-04-30 16:05,洋洋加,pingyun_
"
 现在老公跟我出来住了，我老公原生家庭在这里他也改变不了 
",主要老公没找好！老公还会不知道自己妈是什么德行！这么多年比你知道多了！这种老公你怎么还生二胎呢,2018-04-30 16:07,哲嗯,pingyun_
"
 我们家也是一样的，从我跟我老公认识开始到现在这么多年过去了他们一分钱也没出过，结婚红包、月子满月红包都她收着，还说这些是她自己以前包出去的，别人拿给我的核桃鸡蛋她拿集市上卖掉，说我娘家这边的吃吃足够了，给我们帮忙干点事情是要工资的，比请别人的工钱还要高，这些我都可以不计较，关键是还在背后唧唧歪歪颠倒是非吃不消.... 
",他们没有帮过，还老是看不惯我老公对我好，身体健康年纪又不大，房租收着养老保险买了领着，根本不缺钱，以前总是跟我炫富，整天说些有的没的，我头胎女儿我婆婆就在我跟前说生男生女是女的问题，我婆婆亲戚家媳妇生了两个女儿我婆婆就给我说那个二女儿也不知道生出来干嘛！我二 ..,2018-04-30 16:12,pingyun_,洋洋加
"
他们家拿来的都是她自己吃了又送人，我家里拿来的也被她吃了 
",他们没有帮过，还老是看不惯我老公对我好，身体健康年纪又不大，房租收着养老保险买了领着，根本不缺钱，以前总是跟我炫富，整天说些有的没的，我头胎女儿我婆婆就在我跟前说生男生女是女的问题，我婆婆亲戚家媳妇生了两个女儿我婆婆就给我说那个二女儿也不知道生出来干嘛！我二 ..,2018-04-30 16:12,pingyun_,pingyun_
"
 不知道是不是义乌这边的公婆都这样，我没婆婆也是外嫁女，公公从来没有给我们出过一分钱也没帮我带过一天小孩我们还每次得给他交住院费，没想到你有亲婆婆的也这样，还好我比你幸福有自己妈妈出钱又出力帮忙带小孩，虽然这么远，我妈也能为了我过来带来上十年小孩 
",以前觉得我外地的穷给我显摆，现在就各种装穷要钱。,2018-04-30 08:04,pingyun_,义乌环环
"
 妈妈是为了帮女儿 
",不知道是不是义乌这边的公婆都这样，我没婆婆也是外嫁女，公公从来没有给我们出过一分钱也没帮我带过一天小孩我们还每次得给他交住院费，没想到你有亲婆婆的也这样，还好我比你幸福有自己妈妈出钱又出力帮忙带小孩，虽然这么远，我妈也能为了我过来带来上十年小孩,2018-04-30 16:24,义乌环环,pingyun_
"
 有道理 
",楼主，这不是远嫁不远嫁的问题，是没有找对人的问题，找对了，嫁到天涯海角也幸福，嫁不好，就隔壁邻居也都要闹飞天，所以，找老公一定要擦亮眼睛！妈宝的孩子不适合做老公.,2018-04-30 09:32,五星设计傅小姐,义乌环环
"
自己这几年辛苦一点把两个宝贝拉扯大，过几年就会轻松很多，坚持坚持很快会过去的，公婆么就不要去指望了，希望越大失望就越大，只要老公没渣到离谱就好好过日子吧，为了小孩也千万别提离婚两个字，大人离开谁都一样过日子，小孩就不一样了，既然生了他们就应该负责任给他们一个完整的家…… 
",楼主，这不是远嫁不远嫁的问题，是没有找对人的问题，找对了，嫁到天涯海角也幸福，嫁不好，就隔壁邻居也都要闹飞天，所以，找老公一定要擦亮眼睛！妈宝的孩子不适合做老公.,2018-04-30 09:32,五星设计傅小姐,洋洋加
"
 我女儿小时候我在家洗衣服干什么的时候让我老公抱着，他打麻将就让村上一个老太太抱给个几十块钱，我婆婆知道了没完没了的说我，我老公的姑姑们又多也来说我， 
",不知道是不是义乌这边的公婆都这样，我没婆婆也是外嫁女，公公从来没有给我们出过一分钱也没帮我带过一天小孩我们还每次得给他交住院费，没想到你有亲婆婆的也这样，还好我比你幸福有自己妈妈出钱又出力帮忙带小孩，虽然这么远，我妈也能为了我过来带来上十年小孩,2018-04-30 16:24,义乌环环,pingyun_
"
那我老公还好的他爸也从不管他，除了要钱才会和他亲近，我小孩基本都是我妈和我老公带的多 
",不知道是不是义乌这边的公婆都这样，我没婆婆也是外嫁女，公公从来没有给我们出过一分钱也没帮我带过一天小孩我们还每次得给他交住院费，没想到你有亲婆婆的也这样，还好我比你幸福有自己妈妈出钱又出力帮忙带小孩，虽然这么远，我妈也能为了我过来带来上十年小孩,2018-04-30 16:24,义乌环环,义乌环环
"
还是老公的问题，老公疼老婆明事理的话做婆婆的是插不上脚的，还有，你们生活如果不独立，大家子在一块问题会层出不穷，建议独立出来。 
",,,,阿斌2016
"
 她强势，你就弱点，何必计较那么多，耳根清净，什么也不会有了，再不行分开住 
",你这话说的，年轻人不该有那种想法，熬成婆了就可以欺负儿媳妇了，我婆婆这么过分就是因为她自己多年熬成婆了，,2018-04-30 15:42,pingyun_,随心we
"
 所以生孩子他不在产房外！我就觉得是奇葩！老婆进去生，都要紧张死了！还会心大去回家拿衣服？ 
",现在老公跟我出来住了，我老公原生家庭在这里他也改变不了,2018-04-30 16:14,pingyun_,哲嗯
"
 我婆婆难缠的，她总是在我老公跟前说我坏话的时候，我老公就说老妈你的嘴能不能闭上我老婆已经够好了，她说不让我老公为我花钱的时候我老公说又不是花的她的钱，她不知道适可而止的，这样的婆婆眼里儿媳妇要在家里用最便宜的，干最多的活才满意 
",还是老公的问题，老公疼老婆明事理的话做婆婆的是插不上脚的，还有，你们生活如果不独立，大家子在一块问题会层出不穷，建议独立出来。,2018-04-30 16:32,阿斌2016,pingyun_
"
 所以我这个事情几年来最难过，生死关头，也是我婆婆很大原因的，我婆婆说是个女人都生孩子， 
",所以生孩子他不在产房外！我就觉得是奇葩！老婆进去生，都要紧张死了！还会心大去回家拿衣服？,2018-04-30 16:35,哲嗯,pingyun_
"
还好有个好老公 
",所以生孩子他不在产房外！我就觉得是奇葩！老婆进去生，都要紧张死了！还会心大去回家拿衣服？,2018-04-30 16:35,哲嗯,阿斌2016
"
像我妈妈对我老婆也不怎么好，什么事都是我老婆的错，我妈妈结婚没几个月就叫我离婚，我爸还赶我老婆出去，都是我妈妈在作怪，就因为我老婆是外地的！不过我自力更生结婚没花他们钱，要出去住就出去住，要断离关系就断离，谁好谁坏还是要是非分明的！ 
",所以生孩子他不在产房外！我就觉得是奇葩！老婆进去生，都要紧张死了！还会心大去回家拿衣服？,2018-04-30 16:35,哲嗯,迷城
"
 人家也只是发泄一下，要怎么解决，离婚吗叫她 
",发这里除了看笑话没有解决根本问题,2018-04-30 09:21,junk,迷城
"
哎。我们小区也一个恶婆婆。媳妇带个十几个月小孩。她玩回来就骂媳妇说怎么饭都不烧什么吧啦吧啦的。很坏。不过她对所有人都坏。隔壁装修要拖沙子进去的。我们小区是连排。她家也不装修就故意运了一堆沙堆门口也不知道什么心思。因为就一个路口他家第一家。结果人拉不进去只能先把花坛铲掉装完了填回去。更可恶的是他家边上还有一个大花坛。本来一整个都围去当他们自己家后花园了。影响到我们把她围的拔了还来家里骂人带了一群人要干架一样。说自己是本地人。老公是傅村某医院院长。真是厉害了。 
",发这里除了看笑话没有解决根本问题,2018-04-30 09:21,junk,阿鸟19930420
"
 问题还是出在你老公头上、可能是你老公不懂事、所以不在乎你、多数亲生父母都不会难为儿子 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,提花针织
"
 既然不想离，多话也不要说了，都二宝生了，有的东西也不能怪二老，小辈要学会尊老爱幼 
",离婚喊了几年了，除非走法律程序了,2018-04-30 08:05,pingyun_,无法无天p
"
 这样的还去尊重就是助纣为虐 
",既然不想离，多话也不要说了，都二宝生了，有的东西也不能怪二老，小辈要学会尊老爱幼,2018-04-30 17:07,无法无天p,pingyun_
"
你这样就不对了，再坏也是小孩的爷爷奶奶，你是孩子的榜样。受点苦，受点气都没事小孩好比什么都好， 
",既然不想离，多话也不要说了，都二宝生了，有的东西也不能怪二老，小辈要学会尊老爱幼,2018-04-30 17:07,无法无天p,无法无天p
"
赶紧离婚 
",既然不想离，多话也不要说了，都二宝生了，有的东西也不能怪二老，小辈要学会尊老爱幼,2018-04-30 17:07,无法无天p,义乌领域
"
主要还是你老公太没用 
",既然不想离，多话也不要说了，都二宝生了，有的东西也不能怪二老，小辈要学会尊老爱幼,2018-04-30 17:07,无法无天p,宝贝琪琪宝贝
"
 那孩子的爷爷奶奶是不是更应该做好榜样啊 
",你这样就不对了，再坏也是小孩的爷爷奶奶，你是孩子的榜样。受点苦，受点气都没事小孩好比什么都好，,2018-04-30 17:10,无法无天p,pingyun_
"
 不是年纪大就有理的， 
",既然不想离，多话也不要说了，都二宝生了，有的东西也不能怪二老，小辈要学会尊老爱幼,2018-04-30 17:07,无法无天p,pingyun_
"
我婆婆要是这样说的话，我老公就会出面说他妈的 
",既然不想离，多话也不要说了，都二宝生了，有的东西也不能怪二老，小辈要学会尊老爱幼,2018-04-30 17:07,无法无天p,宝贝琪琪宝贝
"
 我老公自己都说他妈就会搅事 
",像我妈妈对我老婆也不怎么好，什么事都是我老婆的错，我妈妈结婚没几个月就叫我离婚，我爸还赶我老婆出去，都是我妈妈在作怪，就因为我老婆是外地的！不过我自力更生结婚没花他们钱，要出去住就出去住，要断离关系就断离，谁好谁坏还是要是非分明的！,2018-04-30 16:46,迷城,pingyun_
"
 我老公也说，说了没用，生二宝的我去月子中心她就当我面跟我老公反复说太贵多花钱，给我老公各种讲说月子里小孩子都是睡觉的去月子中心不划算，我老公都说了又不是只为了小孩子的，又不花她的钱 
",我婆婆要是这样说的话，我老公就会出面说他妈的[表情],2018-04-30 17:18,宝贝琪琪宝贝,pingyun_
"
我生孩子时，我婆婆跟我老公也是一天都没照顾过我，在医院那一星期，都是我妈在照顾我，我婆婆和我老公就只管孩下，在月子里面，我几乎就跟平时差不多，洗衣、做饭、打扫卫生、照顾孩子都是我自己做，我婆婆在我生完孩子的第十三天就出去旅游去了，我老公在我生完孩子第六天就出去上班了，我怀孕将近四个月时从义乌回到老家待产时，我老公给了我两百块钱回家，让我在家想吃什么就买，不要省着，直到我生完孩子第二天时他回家都没给过我一分钱。当时我婆婆还问我要钱买菜，试问一下，天底下有几个婆婆能把媳妇当作自己女儿对待？你的这种心情我能理解，我只能劝你想开些 
",,,,半夏半心
"
嫁给这种家庭真是倒霉了，摊上这种婆婆还不如没有婆婆来的舒服 
",,,,叶子花花
"
 当断则断，不断则乱，什么事都等，最后将会迷失自己 
",老公不好公婆不好，等孩子大点懂事了就好过自己的生活了,2018-04-30 08:06,依1990,小手指车务
"
我只能说你脾气真好 是我忍不了 
",老公不好公婆不好，等孩子大点懂事了就好过自己的生活了,2018-04-30 08:06,依1990,舒婷
"
 我忍了两年，不忍了吵开了我就成了大恶人 
",我只能说你脾气真好 是我忍不了,2018-04-30 17:35,舒婷,pingyun_
"
 嗯，貌似在国外人家也不指望着儿子给养老。并且国情完全不同，在中国没人给带孩子妈妈就得全职在家里带孩子去家庭收入就得看老公一个人了，现在在中国养一个孩子的压力也是跟国外完全不同的，朋友移民去了加拿大生孩子不需要花钱，政府还补贴钱给他们，再想想医疗教育这些方面的差异，这么的不能盲目跟国外比。 
",中国人就是这样，公公婆婆不帮忙媳妇就怨气一大堆，还非常的理直气壮，非常让人同情。在国外公公婆婆都没有来帮忙一说，来帮忙就要大家千夫指。到那边生活一段时间，才知道什么叫平等，独立。,2018-04-30 10:53,flora兰兰,online1100
"
 也是无奈 
",公婆是老公的爸妈，孩子的爷奶，和媳妇没关系，我和我婆子走对面都不说话，就当陌生人咯，婆婆不会对媳妇好，媳妇也不会当婆子是妈，就当多一个人疼自己孩子咯，这样想就是咯，平时少接触，就当不存在，避免婆媳矛盾，,2018-04-30 15:42,熊熊家族,是你蕾
"
这种家还生二宝，这下脱离不了苦海了 
",公婆是老公的爸妈，孩子的爷奶，和媳妇没关系，我和我婆子走对面都不说话，就当陌生人咯，婆婆不会对媳妇好，媳妇也不会当婆子是妈，就当多一个人疼自己孩子咯，这样想就是咯，平时少接触，就当不存在，避免婆媳矛盾，,2018-04-30 15:42,熊熊家族,客官请留步
"
 个人观点而已！呵呵 
",不负责的言论  希望楼主不要受影响,2018-04-30 13:48,爱情白开水,贪恋＆鱼
"
 樊胜美款的父母在生活中是真有的 
",头一次听见说父母算计儿子，可见你是有多么的恶毒,2018-04-30 13:19,宠物蛋糕,online1100
